42 
52 
22 
28 
39 
128 
23 
18 
14 
87 
43 
13 
17 
88 
15 
20 
57 
36 
7 
15 
59 
43 
6 
15 
35 
31 
7 
14 
29 
33 
7 
14 
33 
32 
7 
15 
13 
72 
48 
7 
17 
76 
81 
46 
57 
26 
54 
65 
55 
11 
7 
16 
55 
150 
68 
